fecha_ocurrencia,ramo,cliente_id,monto_reclamacion
2019-01-03,Daños,C003931,61507.99
2019-01-03,Daños,C007920,59544.54
2019-01-03,Gastos Médicos,C006928,80785.65
2019-01-03,Auto,C004629,31783.58
2019-01-03,Gastos Médicos,C002684,124106.45
2019-01-03,Gastos Médicos,C003877,51116.34
2019-01-03,Gastos Médicos,C006408,33220.12
2019-01-03,Daños,C006534,76805.61
2019-01-03,Daños,C005341,54523.87
2019-01-03,Gastos Médicos,C003199,47544.79
2019-01-04,Auto,C005382,23881.28
2019-01-04,Auto,C007801,21709.14
2019-01-04,Daños,C007327,204274.19
2019-01-04,Daños,C006867,74465.81
2019-01-04,Vida,C006337,136450.2
2019-01-04,Auto,C002543,20398.26
2019-01-04,Vida,C006901,104025.17
2019-01-04,Vida,C005431,186389.13
2019-01-04,Daños,C001638,63894.18
2019-01-04,Vida,C005493,1248957.88
2019-01-04,Gastos Médicos,C006529,39641.63
2019-01-04,Auto,C007597,217907.01
2019-01-04,Auto,C002682,38209.82
2019-01-04,Auto,C006674,32434.53
2019-01-04,Vida,C006483,330742.41
2019-01-04,Auto,C000406,24009.58
2019-01-04,Daños,C005678,62409.82
2019-01-04,Gastos Médicos,C000382,35381.94
2019-01-04,Daños,C002635,64126.31
2019-01-05,Auto,C000750,20403.37
2019-01-05,Vida,C000176,367138.26
2019-01-05,Auto,C002108,28378.84
2019-01-05,Auto,C002148,29771.78
2019-01-05,Auto,C002491,21856.84
2019-01-05,Vida,C006589,198524.03
2019-01-05,Daños,C002039,132976.15
2019-01-05,Gastos Médicos,C001475,40475.99
2019-01-05,Auto,C001841,49402.16
2019-01-05,Daños,C000195,167559.66
2019-01-05,Auto,C003413,22627.88
2019-01-06,Auto,C003202,23609.37
2019-01-06,Daños,C002757,234733.45
2019-01-06,Daños,C000962,139819.95
2019-01-06,Auto,C001102,25121.92
2019-01-06,Auto,C002768,146090.1
2019-01-06,Auto,C002381,47188.06
2019-01-06,Daños,C001429,304007.96
2019-01-06,Auto,C004019,31178.69
2019-01-06,Gastos Médicos,C002572,37695.17
2019-01-06,Gastos Médicos,C006377,60531.6
2019-01-06,Daños,C002275,189983.0
2019-01-06,Auto,C003857,23441.95
2019-01-06,Auto,C006539,54876.23
2019-01-06,Auto,C007440,32578.28
2019-01-06,Auto,C006127,29672.91
2019-01-06,Auto,C005884,29572.53
2019-01-06,Daños,C005950,67252.24
2019-01-06,Gastos Médicos,C000831,49692.94
2019-01-06,Auto,C002946,20184.45
2019-01-06,Auto,C006589,48346.76
2019-01-06,Auto,C005244,22771.13
2019-01-07,Auto,C004052,32241.56
2019-01-07,Auto,C004971,22966.11
2019-01-07,Gastos Médicos,C006102,30812.58
2019-01-07,Auto,C004517,27702.17
2019-01-07,Auto,C001306,20769.27
2019-01-07,Auto,C007114,115418.4
2019-01-07,Daños,C002658,98867.56
2019-01-07,Gastos Médicos,C003031,79744.21
2019-01-07,Auto,C004969,33856.94
2019-01-07,Auto,C003749,41202.6
2019-01-08,Auto,C002320,27577.08
2019-01-08,Gastos Médicos,C007554,31134.14
2019-01-08,Auto,C005802,24556.68
2019-01-08,Daños,C002415,51287.3
2019-01-08,Auto,C000105,29522.5
2019-01-08,Gastos Médicos,C004899,32328.19
2019-01-08,Auto,C005737,20116.89
2019-01-08,Gastos Médicos,C006904,59028.42
2019-01-08,Gastos Médicos,C001341,43196.37
2019-01-08,Daños,C007217,139826.69
2019-01-08,Gastos Médicos,C004883,44966.52
2019-01-08,Daños,C000827,59510.4
2019-01-08,Auto,C004819,26400.49
2019-01-08,Auto,C003226,35285.1
2019-01-08,Auto,C001975,28166.93
2019-01-08,Vida,C006915,111582.32
2019-01-08,Gastos Médicos,C000096,31373.99
2019-01-08,Vida,C003993,116779.38
2019-01-08,Auto,C002079,20599.26
2019-01-09,Daños,C007561,53200.41
2019-01-09,Auto,C006301,32270.15
2019-01-09,Daños,C000957,59375.7
2019-01-09,Auto,C004228,23415.67
2019-01-09,Daños,C007041,352846.32
2019-01-09,Gastos Médicos,C004865,33001.37
2019-01-09,Daños,C001503,52220.34
2019-01-09,Auto,C001122,20293.06
2019-01-09,Gastos Médicos,C002465,36703.63
2019-01-10,Auto,C005354,43825.32
2019-01-10,Vida,C003991,152819.34
2019-01-10,Daños,C004065,124454.34
2019-01-10,Vida,C006266,146122.12
2019-01-10,Gastos Médicos,C001399,45579.48
2019-01-10,Vida,C006222,190106.94
2019-01-10,Auto,C005452,48936.07
2019-01-10,Gastos Médicos,C001785,31739.24
2019-01-10,Daños,C005933,57697.79
2019-01-10,Auto,C001333,106548.22
2019-01-10,Gastos Médicos,C002990,54179.8
2019-01-10,Gastos Médicos,C005332,35262.16
2019-01-10,Daños,C004118,124261.06
2019-01-10,Daños,C006283,109389.11
2019-01-10,Gastos Médicos,C005804,34077.46
2019-01-11,Gastos Médicos,C005037,31953.97
2019-01-11,Auto,C001107,32217.9
2019-01-11,Gastos Médicos,C005999,30082.16
2019-01-11,Auto,C003729,40481.12
2019-01-11,Auto,C004693,1164944.7
2019-01-11,Auto,C007945,23452.72
2019-01-11,Daños,C007105,71461.72
2019-01-11,Daños,C000562,54859.44
2019-01-11,Daños,C000235,107395.72
2019-01-11,Daños,C005886,143762.84
2019-01-11,Auto,C004302,20961.72
2019-01-11,Auto,C005907,30139.71
2019-01-11,Vida,C001615,102854.7
2019-01-11,Gastos Médicos,C000250,37977.27
2019-01-11,Gastos Médicos,C003992,64127.2
2019-01-11,Auto,C006940,21719.65
2019-01-11,Auto,C006837,70241.17
2019-01-11,Daños,C004147,60332.09
2019-01-11,Gastos Médicos,C006065,79562.28
2019-01-11,Gastos Médicos,C003094,63113.07
2019-01-11,Gastos Médicos,C001293,36510.16
2019-01-11,Auto,C001772,22218.73
2019-01-11,Auto,C003518,24694.33
2019-01-12,Auto,C001016,20931.09
2019-01-12,Gastos Médicos,C002210,30609.68
2019-01-12,Gastos Médicos,C000269,129504.95
2019-01-12,Auto,C004835,78925.9
2019-01-12,Gastos Médicos,C006245,36741.64
2019-01-12,Gastos Médicos,C006560,31528.11
2019-01-12,Vida,C003233,115155.97
2019-01-12,Daños,C004395,72129.24
2019-01-12,Auto,C002987,35538.57
2019-01-12,Auto,C004062,67968.92
2019-01-12,Gastos Médicos,C007752,36433.58
2019-01-12,Gastos Médicos,C004360,39351.07
2019-01-12,Auto,C005675,50649.16
2019-01-12,Gastos Médicos,C005739,31425.52
2019-01-12,Auto,C007868,25190.91
2019-01-12,Auto,C003474,45995.8
2019-01-12,Daños,C005323,60611.96
2019-01-12,Daños,C006071,129884.23
2019-01-12,Auto,C001237,26050.56
2019-01-13,Gastos Médicos,C002597,56232.6
2019-01-13,Daños,C007218,58540.42
2019-01-13,Auto,C001606,29594.51
2019-01-13,Auto,C006732,21854.25
2019-01-13,Auto,C003935,47309.56
2019-01-13,Daños,C007900,97132.55
2019-01-13,Daños,C002586,61131.24
2019-01-13,Gastos Médicos,C007081,153631.05
2019-01-13,Auto,C003826,49355.76
2019-01-13,Vida,C002284,174615.91
2019-01-13,Gastos Médicos,C007970,78796.82
2019-01-13,Auto,C006175,100380.36
2019-01-13,Gastos Médicos,C002542,36731.36
2019-01-13,Gastos Médicos,C002520,34481.71
2019-01-13,Daños,C006784,58222.09
2019-01-13,Vida,C000163,769308.72
2019-01-13,Gastos Médicos,C001160,40691.15
2019-01-14,Gastos Médicos,C006783,55600.78
2019-01-14,Auto,C004691,20890.08
2019-01-14,Daños,C003545,52305.28
2019-01-14,Auto,C007918,77402.09
2019-01-14,Auto,C003283,29247.97
2019-01-14,Daños,C004133,56410.76
2019-01-14,Auto,C007428,68599.95
2019-01-14,Auto,C007226,26304.53
2019-01-14,Gastos Médicos,C004414,30877.84
2019-01-14,Auto,C005807,21899.28
2019-01-14,Daños,C001079,74993.69
2019-01-14,Auto,C001936,24951.68
2019-01-14,Daños,C005458,64192.16
2019-01-14,Auto,C005918,94794.45
2019-01-14,Daños,C002683,50321.13
2019-01-14,Auto,C000310,25789.37
2019-01-14,Auto,C006035,32951.52
2019-01-15,Auto,C003863,21916.07
2019-01-15,Gastos Médicos,C000131,47258.46
2019-01-15,Vida,C006458,123689.2
2019-01-15,Daños,C000579,208186.23
2019-01-15,Daños,C001598,76285.68
2019-01-15,Auto,C003846,29999.24
2019-01-15,Daños,C007219,76096.3
2019-01-15,Auto,C001217,23322.77
2019-01-15,Daños,C000859,129870.73
2019-01-15,Daños,C001355,52459.27
2019-01-15,Auto,C000334,61656.2
2019-01-16,Auto,C005318,24457.16
2019-01-16,Auto,C000548,28919.23
2019-01-16,Auto,C006970,23919.21
2019-01-16,Daños,C007134,51498.64
2019-01-16,Auto,C002668,31255.41
2019-01-16,Daños,C001540,59255.92
2019-01-16,Vida,C001166,120592.07
2019-01-16,Gastos Médicos,C005386,42425.24
2019-01-16,Auto,C006312,26854.41
2019-01-16,Vida,C001704,127993.09
2019-01-16,Gastos Médicos,C000025,30196.67
2019-01-16,Daños,C003744,96630.54
2019-01-16,Auto,C001011,83899.27
2019-01-16,Auto,C005660,56087.51
2019-01-16,Auto,C006798,49492.71
2019-01-16,Auto,C005086,90046.59
2019-01-17,Gastos Médicos,C004286,32178.22
2019-01-17,Daños,C003195,67814.23
2019-01-17,Auto,C001327,27777.74
2019-01-17,Vida,C002398,101819.68
2019-01-17,Auto,C007077,41684.04
2019-01-17,Gastos Médicos,C000567,41976.31
2019-01-17,Daños,C002328,121432.56
2019-01-17,Auto,C003347,46670.82
2019-01-17,Daños,C001596,68860.25
2019-01-17,Auto,C007117,25737.18
2019-01-17,Gastos Médicos,C005218,30932.47
2019-01-17,Auto,C004533,25003.88
2019-01-17,Auto,C005036,57868.19
2019-01-17,Auto,C002779,29077.58
2019-01-17,Auto,C007303,21532.74
2019-01-17,Daños,C002083,866925.91
2019-01-18,Daños,C006537,71302.76
2019-01-18,Gastos Médicos,C003931,35477.77
2019-01-18,Daños,C005325,64748.71
2019-01-18,Auto,C004099,44108.74
2019-01-18,Auto,C002492,262825.18
2019-01-18,Daños,C006736,482272.23
2019-01-18,Gastos Médicos,C004846,34543.53
2019-01-18,Daños,C005009,68835.56
2019-01-18,Auto,C007678,73599.94
2019-01-18,Daños,C003414,362212.74
2019-01-18,Auto,C000543,21334.71
2019-01-18,Auto,C001624,31335.29
2019-01-18,Daños,C003395,91062.6
2019-01-18,Daños,C007319,560467.25
2019-01-18,Daños,C004772,1510244.64
2019-01-18,Gastos Médicos,C005783,48156.28
2019-01-18,Gastos Médicos,C007543,49471.87
2019-01-19,Vida,C000585,335789.45
2019-01-19,Daños,C001141,70071.91
2019-01-19,Gastos Médicos,C000601,33600.1
2019-01-19,Auto,C006304,27126.77
2019-01-19,Daños,C006064,54087.77
2019-01-19,Auto,C003898,35409.09
2019-01-19,Auto,C004798,28003.34
2019-01-19,Daños,C007176,137880.81
2019-01-19,Auto,C003966,23725.02
2019-01-19,Daños,C007835,62028.47
2019-01-19,Gastos Médicos,C003044,38022.62
2019-01-19,Daños,C000824,59350.62
2019-01-19,Daños,C007479,52272.89
2019-01-19,Daños,C000584,59279.76
2019-01-19,Auto,C003512,20942.37
2019-01-19,Daños,C003389,66480.22
2019-01-19,Gastos Médicos,C002899,60010.35
2019-01-19,Auto,C000364,25490.16
2019-01-19,Auto,C004013,25508.07
2019-01-20,Auto,C000096,25765.8
2019-01-20,Daños,C004197,71808.14
2019-01-20,Daños,C007759,61077.08
2019-01-20,Daños,C006889,55709.14
2019-01-20,Vida,C005109,169011.67
2019-01-20,Gastos Médicos,C002089,48913.49
2019-01-20,Auto,C005491,34954.03
2019-01-20,Daños,C001936,67515.02
2019-01-20,Gastos Médicos,C006339,35999.04
2019-01-20,Daños,C000674,52237.28
2019-01-20,Auto,C007474,22348.7
2019-01-20,Daños,C007503,55710.54
2019-01-20,Auto,C003188,37563.42
2019-01-20,Auto,C005228,27759.51
2019-01-20,Auto,C003406,26374.29
2019-01-21,Gastos Médicos,C003789,39506.51
2019-01-21,Daños,C007959,67378.99
2019-01-21,Gastos Médicos,C006296,37838.81
2019-01-21,Gastos Médicos,C002621,85145.27
2019-01-21,Auto,C002862,23735.29
2019-01-21,Auto,C005965,28940.48
2019-01-21,Auto,C005984,40017.46
2019-01-21,Auto,C003718,21091.98
2019-01-21,Auto,C001311,41783.49
2019-01-21,Auto,C002332,20852.16
2019-01-21,Daños,C002438,51819.86
2019-01-21,Auto,C001188,172436.64
2019-01-22,Gastos Médicos,C003153,36635.36
2019-01-22,Vida,C007040,151621.58
2019-01-22,Vida,C007860,101399.72
2019-01-22,Daños,C000406,201882.31
2019-01-22,Auto,C001657,20523.24
2019-01-22,Daños,C006302,313352.23
2019-01-22,Vida,C007565,364873.66
2019-01-22,Gastos Médicos,C001421,31590.54
2019-01-22,Daños,C000001,213803.81
2019-01-22,Daños,C005138,53528.22
2019-01-22,Auto,C001744,21156.65
2019-01-22,Auto,C002420,44602.39
2019-01-22,Auto,C001799,61709.33
2019-01-22,Auto,C004080,143688.68
2019-01-22,Auto,C000787,27060.89
2019-01-22,Daños,C000280,99867.71
2019-01-22,Auto,C001758,65974.63
2019-01-22,Daños,C001911,67449.3
2019-01-22,Gastos Médicos,C007622,30659.85
2019-01-22,Daños,C003016,51551.29
2019-01-22,Daños,C003222,52317.38
2019-01-22,Vida,C005303,198219.2
2019-01-22,Daños,C007865,67851.77
2019-01-22,Gastos Médicos,C000992,43177.3
2019-01-22,Daños,C007575,60159.31
2019-01-22,Gastos Médicos,C003843,36076.06
2019-01-22,Gastos Médicos,C004046,52725.43
2019-01-22,Gastos Médicos,C000632,65228.9
2019-01-22,Gastos Médicos,C006403,49286.81
2019-01-23,Gastos Médicos,C006683,41147.17
2019-01-23,Auto,C002781,30089.21
2019-01-23,Gastos Médicos,C002053,37626.96
2019-01-23,Auto,C007669,23852.71
2019-01-23,Auto,C004246,26708.8
2019-01-23,Gastos Médicos,C007199,43808.0
2019-01-23,Gastos Médicos,C004682,39211.3
2019-01-23,Gastos Médicos,C002130,41466.25
2019-01-23,Auto,C003934,33184.07
2019-01-23,Vida,C001583,118274.15
2019-01-23,Daños,C005543,91814.14
2019-01-23,Gastos Médicos,C001469,52331.61
2019-01-23,Daños,C007696,52346.53
2019-01-23,Daños,C001161,163768.12
2019-01-23,Auto,C000124,68585.32
2019-01-23,Daños,C000176,80333.69
2019-01-23,Daños,C006987,70275.66
2019-01-23,Vida,C006017,125968.99
2019-01-23,Vida,C003143,120791.08
2019-01-24,Auto,C006947,28408.28
2019-01-24,Gastos Médicos,C005012,46674.38
2019-01-24,Vida,C001874,183517.87
2019-01-24,Auto,C001209,21455.62
2019-01-24,Daños,C003042,148208.88
2019-01-24,Auto,C001112,24989.81
2019-01-24,Auto,C007074,32578.62
2019-01-24,Gastos Médicos,C000728,30271.81
2019-01-24,Daños,C003553,211063.01
2019-01-24,Gastos Médicos,C001297,35695.1
2019-01-24,Auto,C002168,21723.06
2019-01-24,Auto,C006090,32329.82
2019-01-24,Daños,C002933,116604.42
2019-01-25,Gastos Médicos,C002513,54086.22
2019-01-25,Daños,C002134,57067.66
2019-01-25,Gastos Médicos,C002974,49271.92
2019-01-25,Auto,C001082,21300.23
2019-01-25,Vida,C007610,254702.09
2019-01-25,Daños,C007295,66146.83
2019-01-25,Auto,C005050,26874.88
2019-01-25,Auto,C001464,101136.21
2019-01-25,Gastos Médicos,C001634,32053.2
2019-01-25,Gastos Médicos,C002710,35098.64
2019-01-25,Daños,C000356,89999.43
2019-01-25,Vida,C001243,137130.28
2019-01-25,Auto,C007359,20343.11
2019-01-25,Daños,C005799,79305.58
2019-01-25,Daños,C001250,269804.04
2019-01-25,Gastos Médicos,C003587,38302.97
2019-01-25,Gastos Médicos,C002419,196839.51
2019-01-25,Daños,C001563,83618.37
2019-01-25,Auto,C006199,23901.61
2019-01-26,Vida,C001285,319348.52
2019-01-26,Gastos Médicos,C003093,36726.04
2019-01-26,Vida,C005667,544023.61
2019-01-26,Auto,C004030,25099.68
2019-01-26,Gastos Médicos,C004757,31673.42
2019-01-26,Auto,C003412,33338.4
2019-01-26,Auto,C003599,25248.66
2019-01-26,Daños,C001540,50333.31
2019-01-26,Daños,C002980,214978.01
2019-01-26,Daños,C000419,118182.86
2019-01-26,Auto,C000701,34283.73
2019-01-26,Daños,C007186,62846.94
2019-01-26,Gastos Médicos,C005295,43937.88
2019-01-26,Auto,C005617,72244.7
2019-01-27,Vida,C005282,127465.77
2019-01-27,Vida,C000137,277687.52
2019-01-27,Auto,C007347,25503.69
2019-01-27,Auto,C004087,77659.06
2019-01-27,Auto,C003010,20346.22
2019-01-27,Daños,C006943,77617.77
2019-01-27,Gastos Médicos,C007998,54407.95
2019-01-27,Auto,C006230,24272.95
2019-01-27,Daños,C007935,83097.32
2019-01-27,Gastos Médicos,C003097,39222.12
2019-01-27,Auto,C006636,37973.33
2019-01-27,Gastos Médicos,C001356,31536.03
2019-01-27,Auto,C007529,22597.15
2019-01-27,Gastos Médicos,C000250,42700.31
2019-01-27,Auto,C003343,29150.36
2019-01-27,Daños,C007832,176704.13
2019-01-27,Daños,C004383,266327.96
2019-01-27,Daños,C001122,154101.15
2019-01-27,Gastos Médicos,C005377,45106.08
2019-01-27,Gastos Médicos,C007555,32741.8
2019-01-27,Daños,C002821,84154.53
2019-01-27,Auto,C002470,44470.89
2019-01-27,Daños,C001907,94160.99
2019-01-27,Auto,C002787,20865.46
2019-01-28,Daños,C002874,181921.55
2019-01-28,Gastos Médicos,C003030,74099.74
2019-01-28,Auto,C002905,54458.94
2019-01-28,Auto,C001438,48504.93
2019-01-28,Gastos Médicos,C004107,30568.4
2019-01-28,Auto,C006509,28282.17
2019-01-28,Gastos Médicos,C003943,38857.93
2019-01-28,Gastos Médicos,C007323,48349.37
2019-01-28,Auto,C003273,22331.99
2019-01-28,Gastos Médicos,C003223,35914.41
2019-01-28,Gastos Médicos,C006726,30018.0
2019-01-28,Auto,C006559,24975.74
2019-01-28,Gastos Médicos,C002098,149926.52
2019-01-28,Auto,C006994,32030.52
2019-01-28,Gastos Médicos,C002122,39569.5
2019-01-28,Auto,C004723,25291.77
2019-01-28,Daños,C001405,167581.82
2019-01-28,Gastos Médicos,C001063,31069.75
2019-01-28,Gastos Médicos,C005811,30738.2
2019-01-29,Daños,C003803,53881.14
2019-01-29,Gastos Médicos,C000400,44576.67
2019-01-29,Auto,C007359,27093.38
2019-01-29,Daños,C007754,97043.39
2019-01-29,Daños,C000890,51752.52
2019-01-29,Auto,C003021,20573.75
2019-01-29,Auto,C000335,29051.67
2019-01-29,Gastos Médicos,C006311,40815.03
2019-01-29,Auto,C000891,33544.23
2019-01-29,Gastos Médicos,C006529,33226.08
2019-01-29,Gastos Médicos,C001989,54484.4
2019-01-29,Auto,C007556,25808.01
2019-01-29,Daños,C003798,55354.08
2019-01-29,Auto,C002971,62901.68
2019-01-29,Auto,C001287,58233.15
2019-01-29,Gastos Médicos,C000985,51448.4
2019-01-29,Daños,C003792,54663.45
2019-01-29,Daños,C004029,52119.72
2019-01-29,Auto,C002093,111861.13
2019-01-29,Gastos Médicos,C004954,42739.15
2019-01-29,Gastos Médicos,C007062,45133.18
2019-01-30,Vida,C007674,119873.41
2019-01-30,Vida,C002069,125831.09
2019-01-30,Daños,C000763,68983.27
2019-01-30,Vida,C002562,519126.24
2019-01-30,Auto,C004789,36810.92
2019-01-30,Auto,C000003,40701.58
2019-01-30,Auto,C004667,25832.67
2019-01-30,Daños,C007285,1419839.51
2019-01-30,Auto,C007773,30513.77
2019-01-30,Daños,C005572,63086.17
2019-01-30,Gastos Médicos,C006127,32264.53
2019-01-30,Auto,C002684,38368.96
2019-01-30,Gastos Médicos,C005911,53676.83
2019-01-30,Daños,C004971,60170.24
2019-01-30,Auto,C003715,26743.07
2019-01-30,Auto,C005821,29122.68
2019-01-30,Auto,C005210,28997.34
2019-01-30,Auto,C004079,24360.36
2019-01-30,Vida,C004834,108690.69
2019-01-31,Gastos Médicos,C006730,44411.4
2019-01-31,Daños,C006642,63648.69
2019-01-31,Auto,C003844,71624.87
2019-01-31,Gastos Médicos,C000053,31222.05
2019-01-31,Gastos Médicos,C004820,33644.47
2019-01-31,Daños,C001437,56904.35
2019-01-31,Auto,C003608,25686.34
2019-01-31,Gastos Médicos,C004913,40197.93
2019-01-31,Daños,C007417,94742.65
2019-01-31,Gastos Médicos,C002802,36685.99
2019-01-31,Auto,C005758,52974.32
2019-01-31,Auto,C007575,29581.68
2019-01-31,Auto,C003147,177043.69
2019-01-31,Vida,C000989,130948.7
2019-01-31,Daños,C005615,121450.55
2019-01-31,Auto,C000878,20493.46
2019-01-31,Auto,C005181,25373.33
2019-01-31,Gastos Médicos,C002476,40709.99
2019-01-31,Auto,C004630,25038.23
2019-02-01,Auto,C006366,34511.43
2019-02-01,Auto,C003744,23244.64
2019-02-01,Gastos Médicos,C005739,39403.93
2019-02-01,Daños,C001934,78661.94
2019-02-01,Auto,C006511,31067.04
2019-02-01,Gastos Médicos,C006839,109903.53
2019-02-01,Daños,C002391,63338.7
2019-02-01,Gastos Médicos,C006298,50821.76
2019-02-01,Auto,C005124,21845.9
2019-02-01,Daños,C007221,165913.95
2019-02-01,Gastos Médicos,C004985,32434.67
2019-02-01,Auto,C003249,38606.49
2019-02-01,Gastos Médicos,C005634,33517.88
2019-02-01,Auto,C005575,23319.77
2019-02-01,Auto,C001041,48002.51
2019-02-01,Auto,C004691,20984.13
2019-02-01,Gastos Médicos,C000153,32684.02
2019-02-01,Auto,C004549,22013.24
2019-02-01,Gastos Médicos,C004970,71214.03
2019-02-02,Auto,C003661,111151.5
2019-02-02,Auto,C001128,22519.95
2019-02-02,Gastos Médicos,C007289,30789.22
2019-02-02,Auto,C007249,28534.79
2019-02-02,Auto,C007377,22355.9
2019-02-02,Daños,C002207,52906.02
2019-02-02,Daños,C005474,61773.28
2019-02-02,Daños,C004750,62437.9
2019-02-02,Gastos Médicos,C004619,165217.2
2019-02-02,Gastos Médicos,C001324,54727.34
2019-02-02,Auto,C004792,30632.76
2019-02-02,Vida,C007584,494917.17
2019-02-02,Vida,C006437,200050.7
2019-02-02,Auto,C000237,31673.34
2019-02-02,Daños,C007308,61818.48
2019-02-02,Gastos Médicos,C002396,55712.09
2019-02-02,Gastos Médicos,C001623,31951.13
2019-02-02,Auto,C006445,368217.7
2019-02-03,Daños,C002883,81956.46
2019-02-03,Auto,C005782,23359.09
2019-02-03,Daños,C006110,53680.28
2019-02-03,Gastos Médicos,C002781,36734.84
2019-02-03,Daños,C003112,279655.67
2019-02-03,Auto,C004057,23515.31
2019-02-03,Auto,C006150,54830.83
2019-02-03,Auto,C006980,36288.56
2019-02-03,Daños,C002167,112758.81
2019-02-03,Auto,C001348,20607.77
2019-02-03,Auto,C007178,21182.87
2019-02-03,Daños,C003665,172841.42
2019-02-03,Gastos Médicos,C006984,34420.15
2019-02-03,Gastos Médicos,C000717,39329.68
2019-02-03,Auto,C003175,25321.99
2019-02-03,Gastos Médicos,C006084,37543.76
2019-02-03,Gastos Médicos,C005800,33574.95
2019-02-03,Vida,C003665,187858.71
2019-02-03,Auto,C000155,54220.16
2019-02-03,Gastos Médicos,C001889,102716.53
2019-02-03,Gastos Médicos,C004490,31038.7
2019-02-03,Auto,C002307,23373.8
2019-02-03,Daños,C006886,58632.47
2019-02-03,Vida,C003239,152522.22
2019-02-03,Daños,C007610,57775.51
2019-02-04,Vida,C001624,547396.19
2019-02-04,Gastos Médicos,C004223,33377.01
2019-02-04,Gastos Médicos,C000010,37939.72
2019-02-04,Gastos Médicos,C006609,31804.48
2019-02-04,Gastos Médicos,C001246,32538.08
2019-02-04,Gastos Médicos,C002933,66627.81
2019-02-04,Gastos Médicos,C007341,46173.5
2019-02-04,Gastos Médicos,C002582,34399.99
2019-02-04,Auto,C001005,29171.82
2019-02-04,Auto,C000968,25690.99
2019-02-04,Vida,C007363,363789.84
2019-02-04,Auto,C007894,317169.82
2019-02-05,Auto,C004031,225676.04
2019-02-05,Auto,C006783,25265.23
2019-02-05,Auto,C002259,25603.03
2019-02-05,Daños,C005460,56042.49
2019-02-05,Daños,C007712,71285.08
2019-02-05,Auto,C001824,24180.8
2019-02-05,Auto,C000872,20800.62
2019-02-05,Gastos Médicos,C007192,53164.49
2019-02-05,Gastos Médicos,C004149,42731.1
2019-02-05,Gastos Médicos,C004220,68057.27
2019-02-05,Auto,C007413,32964.14
2019-02-05,Daños,C003626,52752.43
2019-02-05,Vida,C007355,298523.88
2019-02-05,Auto,C001896,25617.12
2019-02-05,Gastos Médicos,C004640,33344.92
2019-02-05,Vida,C000066,391515.33
2019-02-05,Auto,C007744,26788.79
2019-02-05,Auto,C001269,43180.91
2019-02-05,Auto,C002489,63722.56
2019-02-05,Auto,C006410,27592.9
2019-02-06,Daños,C002756,85607.51
2019-02-06,Gastos Médicos,C004098,46002.24
2019-02-06,Auto,C005059,23250.92
2019-02-06,Vida,C007759,121803.56
2019-02-06,Daños,C004655,56589.94
2019-02-06,Auto,C002242,21565.7
2019-02-06,Gastos Médicos,C003484,40875.91
2019-02-06,Vida,C007411,337140.58
2019-02-06,Gastos Médicos,C006533,31535.2
2019-02-06,Auto,C007365,42484.64
2019-02-06,Auto,C002584,40749.65
2019-02-06,Daños,C003612,129640.72
2019-02-06,Daños,C000479,52754.4
2019-02-06,Auto,C004576,66555.36
2019-02-06,Vida,C002067,129123.17
2019-02-06,Daños,C004954,56776.07
2019-02-06,Gastos Médicos,C006150,34306.68
2019-02-07,Auto,C000512,65621.83
2019-02-07,Gastos Médicos,C005868,35087.39
2019-02-07,Gastos Médicos,C003267,30121.77
2019-02-07,Vida,C002302,138977.33
2019-02-07,Gastos Médicos,C006244,38332.24
2019-02-07,Auto,C003471,28339.98
2019-02-07,Gastos Médicos,C005489,74144.72
2019-02-07,Gastos Médicos,C007187,32900.2
2019-02-07,Daños,C004963,111432.02
2019-02-07,Auto,C004769,41525.04
2019-02-07,Gastos Médicos,C007020,34494.53
2019-02-07,Daños,C003376,63692.83
2019-02-07,Gastos Médicos,C006992,55736.59
2019-02-07,Auto,C007567,29794.88
2019-02-07,Auto,C002894,26683.47
2019-02-07,Auto,C007455,23126.6
2019-02-07,Daños,C005780,64180.92
2019-02-07,Daños,C002010,171662.25
2019-02-08,Daños,C001371,62271.72
2019-02-08,Daños,C001033,65651.36
2019-02-08,Auto,C000322,25855.32
2019-02-08,Auto,C001064,23401.62
2019-02-08,Auto,C000955,31708.15
2019-02-08,Gastos Médicos,C005544,55673.3
2019-02-08,Auto,C000529,23690.17
2019-02-08,Gastos Médicos,C003996,32648.62
2019-02-08,Gastos Médicos,C007925,30725.77
2019-02-08,Daños,C004149,54740.72
2019-02-08,Vida,C006216,129934.79
2019-02-08,Auto,C001978,25024.32
2019-02-08,Auto,C003470,63872.4
2019-02-08,Auto,C000907,28696.27
2019-02-08,Auto,C003446,32911.79
2019-02-08,Auto,C006728,24616.95
2019-02-08,Auto,C007085,22077.29
2019-02-08,Gastos Médicos,C003473,51251.35
2019-02-09,Auto,C000463,30409.54
2019-02-09,Auto,C005818,21969.69
2019-02-09,Gastos Médicos,C005482,49423.07
2019-02-09,Daños,C003968,75383.72
2019-02-09,Daños,C000203,50312.22
2019-02-09,Gastos Médicos,C004624,32266.13
2019-02-09,Auto,C006284,44007.07
2019-02-09,Vida,C001771,277129.86
2019-02-09,Auto,C000483,28207.98
2019-02-09,Auto,C007334,49969.92
2019-02-09,Auto,C005232,22338.45
2019-02-09,Gastos Médicos,C002417,66748.28
2019-02-09,Auto,C001339,26110.53
2019-02-09,Vida,C003062,121194.59
2019-02-09,Gastos Médicos,C005697,48451.55
2019-02-10,Gastos Médicos,C005241,51661.59
