PolizaID,A̱o,Ramo,Moneda,NumeroAsegurados,PrimaPoliza,PrimaRetenida,PrimaCedida,DuracionOriginal_dias,TiempoTranscurrido_dias,DuracionRemanente_dias,PrimaDevengadaBEL
POL-001767,2022,CAU,USD,6,1900925.28,1140555.168,760370.112,172,135,37,1492005.31
POL-001768,2021,DMI,USD,5,2077788.88,1246673.328,831115.552,499,200,299,832781.11
POL-001769,2022,CAU,USD,1,139869.17,83921.502,55947.668,106,17,89,22431.85
POL-001770,2024,AUI,USD,10,3920715.56,2352429.336,1568286.224,213,80,133,1472569.22
POL-001771,2022,RCV,MXN,5,4077884.45,2446730.67,1631153.78,626,147,479,957586.28
POL-001772,2025,INC,MXN,9,3955522.91,2373313.746,1582209.164,371,358,13,3816919.68
POL-001773,2023,INC,USD,9,1449469.63,869681.778,579787.852,241,156,85,938245.9
POL-001774,2025,CAU,USD,2,4958524.26,2975114.556,1983409.704,418,202,216,2396224.64
POL-001775,2025,AUF,USD,6,3552417.37,2131450.422,1420966.948,71,71,0,3552417.37
POL-001776,2023,INC,MXN,8,4772647.46,2863588.476,1909058.984,336,198,138,2812452.97
POL-001777,2022,INC,USD,6,3325253.2,1995151.92,1330101.28,212,94,118,1474404.72
POL-001778,2024,CAU,MXN,8,3428101.7,2056861.02,1371240.68,340,301,39,3034878.27
POL-001779,2024,CAU,MXN,1,896231.25,537738.75,358492.5,470,303,167,577783.12
POL-001780,2022,CAU,MXN,7,2670976.61,1602585.966,1068390.644,675,499,176,1974544.19
POL-001781,2023,AUI,USD,2,4068505.73,2441103.438,1627402.292,445,5,440,45713.55
POL-001782,2021,DMI,MXN,3,4203828.86,2522297.316,1681531.544,517,449,68,3650907.46
POL-001783,2025,INC,MXN,8,4641261.69,2784757.014,1856504.676,593,404,189,3162006.28
POL-001784,2025,CAU,MXN,9,2994209.38,1796525.628,1197683.752,466,379,87,2435204.62
POL-001785,2025,CAU,MXN,5,1120396.18,672237.708,448158.472,137,87,50,711492.46
POL-001786,2023,AUI,USD,4,2773367.05,1664020.23,1109346.82,185,6,179,89947.04
POL-001787,2025,INC,MXN,6,3153450.66,1892070.396,1261380.264,356,76,280,673208.57
POL-001788,2025,INC,USD,5,4337265.61,2602359.366,1734906.244,378,296,82,3396377.3
POL-001789,2022,INC,USD,1,1915947.1,1149568.26,766378.84,273,28,245,196507.39
POL-001790,2021,DMI,USD,8,1354623.66,812774.196,541849.464,241,66,175,370975.77
POL-001791,2025,DMI,USD,2,3971072.7,2382643.62,1588429.08,173,68,105,1560884.07
POL-001792,2024,AUI,MXN,9,481265.21,288759.126,192506.084,349,292,57,402663.16
POL-001793,2023,AUF,MXN,2,1539622.57,923773.542,615849.028,524,27,497,79331.7
POL-001794,2024,CAU,MXN,2,3710121.98,2226073.188,1484048.792,608,145,463,884815.27
POL-001795,2023,INC,USD,9,4839831.78,2903899.068,1935932.712,431,23,408,258274.09
POL-001796,2021,CAU,USD,6,190905.76,114543.456,76362.304,723,148,575,39078.91
POL-001797,2024,DMI,USD,4,163140.9,97884.54,65256.36,629,171,458,44351.5
POL-001798,2024,DMI,MXN,2,4585267.29,2751160.374,1834106.916,600,433,167,3309034.56
POL-001799,2024,DMI,USD,3,1774406.98,1064644.188,709762.792,383,17,366,78759.58
POL-001800,2023,DMI,USD,10,3453713.58,2072228.148,1381485.432,400,159,241,1372851.15
POL-001801,2023,DMI,MXN,7,4160450.7,2496270.42,1664180.28,358,53,305,615932.65
POL-001802,2023,AUF,USD,8,2353034.79,1411820.874,941213.916,95,10,85,247687.87
POL-001803,2022,CAU,MXN,4,1589132.1,953479.26,635652.84,477,418,59,1392572.78
POL-001804,2025,AUI,USD,6,2347931.23,1408758.738,939172.492,128,78,50,1430770.59
POL-001805,2023,CAU,USD,9,1806705.77,1084023.462,722682.308,281,192,89,1234475.12
POL-001806,2021,AUI,MXN,7,4843007.72,2905804.632,1937203.088,308,51,257,801926.6
POL-001807,2024,DMI,USD,3,1177867.66,706720.596,471147.064,139,1,138,8473.87
POL-001808,2024,DMI,USD,3,3827900.92,2296740.552,1531160.368,645,382,263,2267066.9
POL-001809,2023,AUI,MXN,1,1646074.85,987644.91,658429.94,501,346,155,1136810.18
POL-001810,2024,INC,MXN,3,2861940.02,1717164.012,1144776.008,115,115,0,2861940.02
POL-001811,2023,INC,MXN,3,785293.27,471175.962,314117.308,411,261,150,498689.89
POL-001812,2022,RCV,USD,1,3125179.54,1875107.724,1250071.816,433,113,320,815578.03
POL-001813,2025,INC,USD,10,1879627.74,1127776.644,751851.096,340,120,220,663398.03
POL-001814,2022,RCV,MXN,3,4939376.96,2963626.176,1975750.784,322,231,91,3543466.08
POL-001815,2022,AUF,MXN,7,666432.39,399859.434,266572.956,400,207,193,344878.76
POL-001816,2023,AUF,MXN,2,1359606.88,815764.128,543842.752,584,39,545,90795.66
POL-001817,2021,INC,MXN,7,4430317.72,2658190.632,1772127.088,675,107,568,702287.4
POL-001818,2022,RCV,USD,9,1928779.07,1157267.442,771511.628,634,460,174,1399429.61
POL-001819,2022,INC,MXN,4,1346552.88,807931.728,538621.152,570,501,69,1183549.11
POL-001820,2023,AUI,MXN,2,4598734.27,2759240.562,1839493.708,344,236,108,3154945.6
POL-001821,2022,AUF,USD,4,4317082.62,2590249.572,1726833.048,168,17,151,436847.65
POL-001822,2024,DMI,MXN,6,933443.43,560066.058,373377.372,316,149,167,440136.3
POL-001823,2022,RCV,USD,5,2747971.72,1648783.032,1099188.688,116,112,4,2653214.07
POL-001824,2021,AUF,MXN,9,3199077.76,1919446.656,1279631.104,470,335,135,2280193.72
POL-001825,2022,AUF,USD,5,2495219.95,1497131.97,998087.98,511,298,213,1455138.05
POL-001826,2022,INC,USD,4,2476174.42,1485704.652,990469.768,551,262,289,1177418.69
POL-001827,2021,AUI,USD,5,4109879.44,2465927.664,1643951.776,573,33,540,236694.63
POL-001828,2024,DMI,MXN,4,1066815.69,640089.414,426726.276,407,61,346,159891.3
POL-001829,2023,CAU,USD,9,1382802.26,829681.356,553120.904,435,156,279,495901.5
POL-001830,2022,AUF,MXN,10,2999054.13,1799432.478,1199621.652,384,169,215,1319896.22
POL-001831,2024,DMI,MXN,7,1079095.07,647457.042,431638.028,532,482,50,977676.36
POL-001832,2023,CAU,MXN,5,2953289.96,1771973.976,1181315.984,228,93,135,1204631.43
POL-001833,2024,INC,USD,10,4601321.91,2760793.146,1840528.764,235,165,70,3230715.38
POL-001834,2023,DMI,USD,9,225866.53,135519.918,90346.612,687,558,129,183454.91
POL-001835,2024,AUI,USD,6,815505.21,489303.126,326202.084,201,57,144,231262.67
POL-001836,2023,INC,MXN,10,421723.54,253034.124,168689.416,688,553,135,338972.55
POL-001837,2024,INC,MXN,3,3519809.09,2111885.454,1407923.636,623,473,150,2672343.02
POL-001838,2022,AUI,MXN,9,3733583.47,2240150.082,1493433.388,164,53,111,1206584.9
POL-001839,2021,AUF,USD,4,1515096.16,909057.696,606038.464,348,273,75,1188566.82
POL-001840,2025,INC,MXN,10,1695590.22,1017354.132,678236.088,548,51,497,157801.28
POL-001841,2024,CAU,MXN,3,1891183.05,1134709.83,756473.22,453,31,422,129418.71
POL-001842,2025,INC,USD,1,1332456.12,799473.672,532982.448,150,69,81,612929.82
POL-001843,2024,CAU,USD,2,2468281.04,1480968.624,987312.416,340,131,209,951014.17
POL-001844,2021,CAU,USD,10,3186454.97,1911872.982,1274581.988,297,179,118,1920456.03
POL-001845,2021,CAU,USD,1,1988302.42,1192981.452,795320.968,547,499,48,1813826.16
POL-001846,2024,CAU,MXN,6,4239484.18,2543690.508,1695793.672,177,81,96,1940102.93
POL-001847,2024,DMI,USD,6,3092389.04,1855433.424,1236955.616,216,91,125,1302812.05
POL-001848,2024,RCV,MXN,7,1119801.1,671880.66,447920.44,228,220,8,1080509.83
POL-001849,2021,RCV,MXN,1,2959499.67,1775699.802,1183799.868,637,177,460,822341.35
POL-001850,2024,CAU,MXN,6,2515245.98,1509147.588,1006098.392,593,324,269,1374265.93
POL-001851,2023,AUF,USD,3,3906155.59,2343693.354,1562462.236,633,169,464,1042875.66
POL-001852,2023,RCV,USD,3,2374688.83,1424813.298,949875.532,86,21,65,579865.88
POL-001853,2023,DMI,USD,8,1098354.5,659012.7,439341.8,126,48,78,418420.76
POL-001854,2023,RCV,USD,5,1871294.71,1122776.826,748517.884,84,9,75,200495.86
POL-001855,2023,INC,MXN,7,312220.33,187332.198,124888.132,586,131,455,69796.69
POL-001856,2021,DMI,USD,7,1290211.15,774126.69,516084.46,265,36,229,175273.97
POL-001857,2023,AUI,USD,10,1176329.42,705797.652,470531.768,700,545,155,915856.48
POL-001858,2021,AUF,MXN,1,4670987.5,2802592.5,1868395,713,650,63,4258263.5
POL-001859,2025,INC,USD,8,2131253.31,1278751.986,852501.324,557,209,348,799698.28
POL-001860,2023,CAU,USD,6,1186409.61,711845.766,474563.844,359,75,284,247857.16
POL-001861,2023,DMI,MXN,8,4954760.66,2972856.396,1981904.264,110,106,4,4774587.55
POL-001862,2023,RCV,USD,4,3301279.97,1980767.982,1320511.988,622,141,481,748360.89
POL-001863,2021,DMI,MXN,1,3518509.51,2111105.706,1407403.804,717,557,160,2733347
POL-001864,2024,DMI,MXN,6,3032520.58,1819512.348,1213008.232,558,480,78,2608619.85
POL-001865,2023,DMI,USD,5,3841595.17,2304957.102,1536638.068,689,407,282,2269273.2
POL-001866,2022,AUF,USD,7,2921126.71,1752676.026,1168450.684,174,16,158,268609.35
POL-001867,2021,AUI,MXN,6,1391915.29,835149.174,556766.116,561,126,435,312622.69
POL-001868,2023,AUF,USD,7,4933648.12,2960188.872,1973459.248,267,197,70,3640182.32
POL-001869,2022,RCV,MXN,6,1426297.95,855778.77,570519.18,125,8,117,91283.07
POL-001870,2021,DMI,USD,8,3887022.34,2332213.404,1554808.936,693,191,502,1071314.96
POL-001871,2025,RCV,USD,8,4792788.08,2875672.848,1917115.232,160,27,133,808782.99
POL-001872,2022,AUF,MXN,7,1247502.38,748501.428,499000.952,137,23,114,209434.71
POL-001873,2023,INC,MXN,3,4440544,2664326.4,1776217.6,233,225,8,4288078.97
POL-001874,2025,AUF,USD,8,4611312.17,2766787.302,1844524.868,81,44,37,2504910.31
POL-001875,2024,DMI,USD,3,2423961.72,1454377.032,969584.688,218,117,101,1300933.58
POL-001876,2025,AUF,USD,4,4855971.81,2913583.086,1942388.724,681,225,456,1604395.97
POL-001877,2022,INC,MXN,2,4016520.52,2409912.312,1606608.208,597,403,194,2711319.55
POL-001878,2022,INC,MXN,8,4299653.02,2579791.812,1719861.208,662,143,519,928777.01
POL-001879,2021,CAU,MXN,3,1151787.19,691072.314,460714.876,599,155,444,298041.76
POL-001880,2022,RCV,MXN,9,3252485.24,1951491.144,1300994.096,138,40,98,942749.34
POL-001881,2022,CAU,MXN,6,2128044.8,1276826.88,851217.92,184,137,47,1584468.14
POL-001882,2021,DMI,MXN,4,771917.57,463150.542,308767.028,317,109,208,265422.76
POL-001883,2024,AUI,USD,9,4222726.29,2533635.774,1689090.516,307,76,231,1045365.47
POL-001884,2025,INC,USD,9,2549031.63,1529418.978,1019612.652,582,258,324,1129983.09
POL-001885,2022,AUF,USD,1,4522546.85,2713528.11,1809018.74,187,5,182,120923.71
POL-001886,2025,DMI,USD,1,1178398.11,707038.866,471359.244,544,101,443,218783.47
POL-001887,2021,DMI,USD,7,3082202.12,1849321.272,1232880.848,358,64,294,551008.2
POL-001888,2023,INC,MXN,4,3772296.91,2263378.146,1508918.764,472,461,11,3684383.21
POL-001889,2025,AUI,USD,8,328223.5,196934.1,131289.4,122,23,99,61878.2
POL-001890,2022,DMI,MXN,2,3680977.98,2208586.788,1472391.192,393,193,200,1807706.74
POL-001891,2024,DMI,MXN,1,4300867.03,2580520.218,1720346.812,157,49,108,1342308.82
POL-001892,2024,CAU,MXN,4,796002.17,477601.302,318400.868,116,62,54,425449.44
POL-001893,2024,DMI,MXN,6,1581560.91,948936.546,632624.364,672,652,20,1534490.64
POL-001894,2021,AUF,USD,1,14810.48,8886.288,5924.192,451,308,143,10114.47
POL-001895,2021,AUF,MXN,10,2776712.45,1666027.47,1110684.98,166,154,12,2575986.25
POL-001896,2023,AUI,USD,9,278670.32,167202.192,111468.128,96,12,84,34833.79
POL-001897,2021,DMI,MXN,2,3646468.43,2187881.058,1458587.372,406,136,270,1221477.11
POL-001898,2021,AUF,MXN,1,1134555.58,680733.348,453822.232,341,190,151,632157.07
POL-001899,2021,CAU,USD,7,1743017.51,1045810.506,697207.004,183,39,144,371462.75
POL-001900,2024,DMI,MXN,2,4467196.89,2680318.134,1786878.756,304,101,203,1484167.39
POL-001901,2025,AUI,MXN,3,4046948.04,2428168.824,1618779.216,134,35,99,1057038.67
POL-001902,2023,CAU,USD,8,2602783.72,1561670.232,1041113.488,385,279,106,1886173.14
POL-001903,2022,AUI,MXN,5,898091.03,538854.618,359236.412,358,161,197,403890.1
POL-001904,2021,INC,USD,10,4166748.14,2500048.884,1666699.256,166,98,68,2459887.46
POL-001905,2023,INC,MXN,10,1707314.21,1024388.526,682925.684,303,298,5,1679140.71
POL-001906,2021,AUI,USD,2,519529.87,311717.922,207811.948,82,33,49,209079.09
POL-001907,2024,RCV,USD,4,2675513.19,1605307.914,1070205.276,453,185,268,1092648.87
POL-001908,2024,DMI,USD,5,1060824.78,636494.868,424329.912,381,93,288,258941.48
POL-001909,2021,AUI,USD,4,4488787.21,2693272.326,1795514.884,236,161,75,3062265.85
POL-001910,2021,CAU,USD,9,2275578.65,1365347.19,910231.46,301,187,114,1413731.59
POL-001911,2023,AUF,MXN,1,113572.48,68143.488,45428.992,149,77,72,58691.82
POL-001912,2024,CAU,USD,1,3371415.41,2022849.246,1348566.164,582,311,271,1801563.9
POL-001913,2025,CAU,USD,9,2412899.11,1447739.466,965159.644,338,183,155,1306392.12
POL-001914,2021,AUF,USD,1,1596604.61,957962.766,638641.844,281,91,190,517049.89
POL-001915,2025,RCV,MXN,9,268626.87,161176.122,107450.748,723,247,476,91771.56
POL-001916,2022,AUF,MXN,4,4362402.87,2617441.722,1744961.148,426,122,304,1249326.64
POL-001917,2024,AUF,MXN,10,69146.4,41487.84,27658.56,419,271,148,44722.37
POL-001918,2021,AUF,USD,7,3728304.87,2236982.922,1491321.948,505,319,186,2355107.43
POL-001919,2022,DMI,MXN,10,3411750.22,2047050.132,1364700.088,730,74,656,345848.65
POL-001920,2023,AUF,USD,5,2692477,1615486.2,1076990.8,402,166,236,1111818.86
POL-001921,2024,AUI,USD,8,3778674.28,2267204.568,1511469.712,237,27,210,430481.88
POL-001922,2021,CAU,MXN,1,587750.99,352650.594,235100.396,559,217,342,228160.94
POL-001923,2023,CAU,MXN,7,3361160.79,2016696.474,1344464.316,637,54,583,284933.57
POL-001924,2023,AUF,MXN,3,1461410.81,876846.486,584564.324,710,530,180,1090912.29
POL-001925,2021,RCV,USD,10,2627517.53,1576510.518,1051007.012,252,249,3,2596237.56
POL-001926,2024,AUI,MXN,5,4312083.64,2587250.184,1724833.456,357,204,153,2464047.79
POL-001927,2022,AUF,MXN,7,3859799.01,2315879.406,1543919.604,525,177,348,1301303.67
POL-001928,2025,DMI,MXN,5,2272570.12,1363542.072,909028.048,143,72,71,1144231.11
POL-001929,2024,AUI,MXN,8,1668940.33,1001364.198,667576.132,100,70,30,1168258.23
POL-001930,2022,AUF,MXN,4,3101237.08,1860742.248,1240494.832,399,166,233,1290238.99
POL-001931,2024,AUF,USD,2,2273239.44,1363943.664,909295.776,120,20,100,378873.24
POL-001932,2021,RCV,MXN,7,1875239.58,1125143.748,750095.832,286,182,104,1193334.28
POL-001933,2021,AUF,USD,7,587619.87,352571.922,235047.948,263,94,169,210023.83
POL-001934,2024,DMI,MXN,9,2678432.21,1607059.326,1071372.884,565,377,188,1787201.67
POL-001935,2022,CAU,MXN,7,1506913.95,904148.37,602765.58,82,36,46,661571.98
POL-001936,2021,CAU,MXN,1,811366.2,486819.72,324546.48,413,162,251,318259.87
POL-001937,2021,AUI,USD,9,4609136.02,2765481.612,1843654.408,143,87,56,2804159.68
POL-001938,2022,AUF,MXN,3,3600745.31,2160447.186,1440298.124,622,119,503,688888.57
POL-001939,2024,INC,MXN,9,4789186.53,2873511.918,1915674.612,460,54,406,562208.85
POL-001940,2023,DMI,USD,2,1749628.6,1049777.16,699851.44,246,25,221,177807.78
POL-001941,2023,DMI,MXN,1,2527283.41,1516370.046,1010913.364,653,339,314,1312020.02
POL-001942,2025,AUF,USD,8,3206046.37,1923627.822,1282418.548,396,3,393,24288.23
POL-001943,2021,AUI,MXN,6,469636.18,281781.708,187854.472,538,495,43,432100.2
POL-001944,2023,AUF,USD,1,3317504.84,1990502.904,1327001.936,614,290,324,1566899.68
POL-001945,2023,INC,USD,10,3089169.66,1853501.796,1235667.864,374,275,99,2271448.28
POL-001946,2023,CAU,USD,9,4784708.74,2870825.244,1913883.496,602,424,178,3369960.97
POL-001947,2024,INC,USD,1,1296169.09,777701.454,518467.636,160,26,134,210627.48
POL-001948,2023,INC,MXN,3,2807066.28,1684239.768,1122826.512,441,328,113,2087795.33
POL-001949,2025,RCV,MXN,8,226506.48,135903.888,90602.592,221,73,148,74818.88
POL-001950,2022,RCV,USD,3,875417.74,525250.644,350167.096,159,141,18,776313.84
POL-001951,2021,AUF,MXN,6,426112.41,255667.446,170444.964,418,47,371,47912.16
POL-001952,2025,CAU,MXN,10,2311874.48,1387124.688,924749.792,426,138,288,748917.09
POL-001953,2025,RCV,USD,2,2983535.95,1790121.57,1193414.38,464,76,388,488682.61
POL-001954,2025,DMI,USD,7,2965550.36,1779330.216,1186220.144,570,195,375,1014530.39
POL-001955,2025,CAU,USD,2,508340.85,305004.51,203336.34,549,506,43,468525.45
POL-001956,2024,INC,MXN,4,4032444.75,2419466.85,1612977.9,108,59,49,2202909.63
POL-001957,2023,AUI,MXN,3,4593357.46,2756014.476,1837342.984,394,138,256,1608840.94
POL-001958,2022,DMI,MXN,8,3957496.83,2374498.098,1582998.732,705,622,83,3491578.76
POL-001959,2023,DMI,USD,7,3690470.38,2214282.228,1476188.152,280,265,15,3492766.61
POL-001960,2024,INC,MXN,5,1604738.74,962843.244,641895.496,333,239,94,1151749.43
POL-001961,2023,INC,USD,2,3674198.2,2204518.92,1469679.28,455,228,227,1841136.68
POL-001962,2024,DMI,MXN,5,1805363.98,1083218.388,722145.592,64,25,39,705220.3
POL-001963,2021,AUI,USD,8,320637.19,192382.314,128254.876,99,83,16,268817.04
POL-001964,2021,RCV,USD,6,3002311.67,1801387.002,1200924.668,517,20,497,116143.58
POL-001965,2022,RCV,MXN,2,711185.75,426711.45,284474.3,221,55,166,176991.93
POL-001966,2022,CAU,MXN,6,3658098.67,2194859.202,1463239.468,431,184,247,1561694.1
POL-001967,2023,AUF,MXN,6,1847534.73,1108520.838,739013.892,139,105,34,1395619.76
POL-001968,2024,DMI,USD,5,1076376.01,645825.606,430550.404,437,215,222,529567.14
POL-001969,2022,DMI,MXN,9,3995092.25,2397055.35,1598036.9,63,34,29,2156081.53
POL-001970,2022,INC,USD,1,1424983.72,854990.232,569993.488,156,132,24,1205755.46
POL-001971,2023,RCV,MXN,3,4489495.6,2693697.36,1795798.24,694,178,516,1151484.46
POL-001972,2022,AUF,USD,2,1523702.73,914221.638,609481.092,227,58,169,389316.12
POL-001973,2021,RCV,USD,10,2103266.35,1261959.81,841306.54,417,130,287,655694.55
POL-001974,2021,AUI,USD,1,4095697.66,2457418.596,1638279.064,666,149,517,916304.73
POL-001975,2021,AUF,MXN,10,728840.75,437304.45,291536.3,627,109,518,126704.37
POL-001976,2025,CAU,MXN,1,934088.41,560453.046,373635.364,434,382,52,822169.98
POL-001977,2023,RCV,USD,3,2751449.57,1650869.742,1100579.828,622,52,570,230024.72
POL-001978,2025,INC,MXN,2,4512503.37,2707502.022,1805001.348,64,56,8,3948440.45
POL-001979,2023,DMI,MXN,6,3212989.49,1927793.694,1285195.796,556,191,365,1103742.79
POL-001980,2021,AUF,MXN,2,3677403.52,2206442.112,1470961.408,394,311,83,2902722.07
POL-001981,2023,AUF,MXN,4,1558259.98,934955.988,623303.992,555,285,270,800187.56
POL-001982,2022,INC,USD,3,1141994.78,685196.868,456797.912,442,284,158,733770.4
POL-001983,2024,AUI,MXN,8,1918068.83,1150841.298,767227.532,586,188,398,615353.14
POL-001984,2025,AUF,MXN,10,3556229.07,2133737.442,1422491.628,62,61,1,3498870.54
POL-001985,2024,INC,MXN,4,2452939.54,1471763.724,981175.816,297,297,0,2452939.54
POL-001986,2022,DMI,USD,5,4363371.16,2618022.696,1745348.464,668,651,17,4252327.28
POL-001987,2023,INC,MXN,4,3038693.62,1823216.172,1215477.448,297,43,254,439945.54
POL-001988,2025,INC,MXN,8,531313.86,318788.316,212525.544,233,176,57,401335.79
POL-001989,2025,INC,MXN,10,1051491.5,630894.9,420596.6,325,3,322,9706.08
POL-001990,2025,AUF,USD,3,1086978.23,652186.938,434791.292,207,44,163,231048.51
POL-001991,2024,AUI,MXN,5,4731341.61,2838804.966,1892536.644,562,562,0,4731341.61
POL-001992,2024,AUI,MXN,5,3272386.14,1963431.684,1308954.456,194,21,173,354227.37
POL-001993,2021,AUI,MXN,6,4218236.71,2530942.026,1687294.684,80,78,2,4112780.79
POL-001994,2024,AUF,MXN,6,2024941.29,1214964.774,809976.516,339,217,122,1296201.36
POL-001995,2025,RCV,USD,2,4427371.86,2656423.116,1770948.744,559,430,129,3405670.66
POL-001996,2021,CAU,MXN,3,608017.18,364810.308,243206.872,569,8,561,8548.57
POL-001997,2022,CAU,USD,4,3076622.47,1845973.482,1230648.988,531,142,389,822750.27
POL-001998,2023,AUI,USD,9,2074214.43,1244528.658,829685.772,338,247,91,1515772.08
POL-001999,2022,AUF,USD,10,3662202.26,2197321.356,1464880.904,230,88,142,1401190.43
POL-002000,2023,DMI,MXN,7,4558514.96,2735108.976,1823405.984,625,128,497,933583.86
POL-002001,2025,INC,USD,4,4125361.38,2475216.828,1650144.552,683,447,236,2699907.08
POL-002002,2021,AUI,USD,2,566671.48,340002.888,226668.592,434,83,351,108372.66
POL-002003,2022,RCV,USD,6,4806447.06,2883868.236,1922578.824,479,236,243,2368103.35
POL-002004,2023,AUF,USD,1,947362.78,568417.668,378945.112,110,59,51,508130.95
POL-002005,2025,INC,MXN,3,1424472.82,854683.692,569789.128,147,6,141,58141.75
POL-002006,2023,AUI,USD,7,4622483.25,2773489.95,1848993.3,506,107,399,977481.64
POL-002007,2023,INC,MXN,8,2300218.14,1380130.884,920087.256,199,108,91,1248359.59
POL-002008,2021,RCV,MXN,10,3011121.57,1806672.942,1204448.628,553,268,285,1459277.72
POL-002009,2021,CAU,USD,6,2192804.36,1315682.616,877121.744,228,56,172,538583.53
POL-002010,2022,AUI,MXN,5,3844095.72,2306457.432,1537638.288,318,269,49,3251766.51
POL-002011,2021,AUI,MXN,6,3578222.64,2146933.584,1431289.056,118,34,84,1031013.3
POL-002012,2021,AUF,MXN,6,1417945.44,850767.264,567178.176,395,105,290,376922.21
POL-002013,2021,AUF,MXN,2,4752557.83,2851534.698,1901023.132,450,55,395,580868.18
POL-002014,2022,AUI,MXN,10,3516671.38,2110002.828,1406668.552,481,48,433,350936.02
POL-002015,2023,RCV,USD,5,4270067.49,2562040.494,1708026.996,616,424,192,2939137.36
POL-002016,2021,AUI,USD,5,3972921.32,2383752.792,1589168.528,550,127,423,917383.65
POL-002017,2024,DMI,USD,3,2505569.44,1503341.664,1002227.776,421,245,176,1458110.48
POL-002018,2023,DMI,USD,8,944071.53,566442.918,377628.612,640,43,597,63429.81
POL-002019,2024,DMI,USD,10,300682.04,180409.224,120272.816,131,81,50,185917.9
POL-002020,2022,AUF,MXN,8,4824779.5,2894867.7,1929911.8,375,280,95,3602502.03
POL-002021,2021,INC,MXN,5,3001131.79,1800679.074,1200452.716,159,12,147,226500.51
POL-002022,2022,AUI,USD,3,31169.57,18701.742,12467.828,336,206,130,19109.91
POL-002023,2023,AUI,USD,7,2809136.32,1685481.792,1123654.528,214,183,31,2402205.36
POL-002024,2024,AUF,USD,3,4234430.62,2540658.372,1693772.248,239,222,17,3933236.81
POL-002025,2023,AUF,MXN,2,941332.16,564799.296,376532.864,681,314,367,434035.68
POL-002026,2025,RCV,MXN,4,3543095.43,2125857.258,1417238.172,388,293,95,2675584.95
POL-002027,2025,AUI,USD,1,1859452.86,1115671.716,743781.144,612,426,186,1294325.03
POL-002028,2022,DMI,USD,6,110969.34,66581.604,44387.736,620,397,223,71056.17
POL-002029,2021,RCV,MXN,2,425455.03,255273.018,170182.012,472,265,207,238867.76
POL-002030,2023,RCV,USD,3,2807655.61,1684593.366,1123062.244,661,276,385,1172334.26
POL-002031,2023,DMI,USD,9,2715807.64,1629484.584,1086323.056,318,10,308,85402.76
POL-002032,2022,RCV,MXN,9,1410858.81,846515.286,564343.524,257,41,216,225078.64
POL-002033,2021,AUF,MXN,5,2983114.75,1789868.85,1193245.9,85,74,11,2597064.61
POL-002034,2023,INC,MXN,5,1048820.07,629292.042,419528.028,681,408,273,628367.97
POL-002035,2022,AUF,USD,2,4981058.03,2988634.818,1992423.212,298,234,64,3911300.6
POL-002036,2024,INC,USD,1,4109706.04,2465823.624,1643882.416,220,130,90,2428462.66
POL-002037,2021,RCV,MXN,3,2390468.39,1434281.034,956187.356,600,238,362,948219.13
POL-002038,2023,RCV,MXN,9,2511241.12,1506744.672,1004496.448,188,147,41,1963576.83
POL-002039,2024,RCV,MXN,10,927874.8,556724.88,371149.92,548,87,461,147308.59
POL-002040,2025,DMI,USD,7,2207037.79,1324222.674,882815.116,280,144,136,1135048.01
POL-002041,2022,AUF,MXN,2,2075447.09,1245268.254,830178.836,616,16,600,53907.72
POL-002042,2021,CAU,MXN,7,1058941.18,635364.708,423576.472,114,9,105,83600.62
POL-002043,2025,DMI,MXN,2,2585652.05,1551391.23,1034260.82,673,580,93,2228347.98
POL-002044,2022,AUI,USD,5,1590909.05,954545.43,636363.62,333,302,31,1442806.41
POL-002045,2024,INC,USD,5,2663256.32,1597953.792,1065302.528,617,90,527,388481.47
POL-002046,2024,DMI,USD,2,4661713.78,2797028.268,1864685.512,485,343,142,3296840.88
POL-002047,2023,CAU,MXN,9,2582958.38,1549775.028,1033183.352,70,10,60,368994.05
POL-002048,2023,AUF,MXN,1,3895531.25,2337318.75,1558212.5,311,255,56,3194085.11
POL-002049,2025,RCV,MXN,6,3997784.49,2398670.694,1599113.796,658,594,64,3608942.23
POL-002050,2022,CAU,USD,9,3459348.18,2075608.908,1383739.272,379,167,212,1524303.82
POL-002051,2023,INC,USD,7,2217430.32,1330458.192,886972.128,285,17,268,132267.77
POL-002052,2025,DMI,USD,4,3681401.4,2208840.84,1472560.56,532,313,219,2165937.29
POL-002053,2024,AUF,MXN,2,1132760.37,679656.222,453104.148,386,222,164,651483.94
POL-002054,2025,RCV,USD,8,1701288.28,1020772.968,680515.312,324,151,173,792884.35
POL-002055,2021,AUF,USD,1,3676272.04,2205763.224,1470508.816,316,98,218,1140109.68
POL-002056,2025,CAU,USD,4,611695.25,367017.15,244678.1,598,16,582,16366.43
POL-002057,2022,AUI,MXN,9,4817323.41,2890394.046,1926929.364,548,212,336,1863636.06
POL-002058,2023,AUF,MXN,1,1078984.07,647390.442,431593.628,616,422,194,739174.15
POL-002059,2024,DMI,USD,6,2673005.19,1603803.114,1069202.076,140,8,132,152743.15
POL-002060,2022,INC,USD,2,31185.31,18711.186,12474.124,548,116,432,6601.27
POL-002061,2025,CAU,USD,4,4955980.72,2973588.432,1982392.288,102,70,32,3401163.24
POL-002062,2023,RCV,USD,1,3169516.3,1901709.78,1267806.52,121,93,28,2436074.51
